"","곡명","아티스트","장르","연도"
"2248","꽃반지","위금자","가요 / 트로트",1986
"2249","돌이와 순이","김수철","가요 / 락",1986
"2250","북한강에서","정태춘 & 박은옥","가요 / 블루스/포크",1986
"2251","끝이 없는 순간","이수만","가요 / 블루스/포크",1986
"2252","지금은 가지마세요","김수희","가요 / 트로트",1986
"2253","내마음의 보석상자","해바라기","가요 / 블루스/포크",1986
"2254","당신때문에 (연인극장 '그대, 봄을 그리는 나무' 주제곡)","김수철","OST / 전체",1986
"2255","겨울 바람","서수남 & 하청일","가요 / 블루스/포크",1986
"2256","그대와 영원히","이문세","가요 / 발라드",1986
"2257","남행열차","김수희","가요 / 트로트",1986
"2258","너 나 좋아해 나 너 좋아해","현이와 덕이","가요 / 트로트",1986
"2259","매일 그대와 (응답하라 1988 삽입곡)","들국화","가요 / 락",1986
"2260","내가 왜 웁니까","주현미","가요 / 트로트",1987
"2261","사랑하고 만거야","이수만","가요 / 트로트",1987
"2262","그때 뒷모습","백영규","가요 / 트로트",1987
"2263","영어선생님","강인원","가요 / 트로트",1987
"2264","사랑한 후에","전인권","가요 / 락",1987
"2265","일곱 송이 수선화","양희은","가요 / 블루스/포크",1987
"2266","북소리","전인권 & 허성욱","가요 / 락",1987
"2267","바람이 전하는 말","조용필","가요 / 발라드",1987
"2268","슬픔만 주고","김범룡","가요 / 트로트",1987
"2269","그대 발길이 머무는 곳에","조용필","가요 / 트로트",1987
"2270","나이팅게일","김상배","가요 / 트로트",1987
"2271","굿바이 내사랑","이승미","가요 / 트로트",1987
"2272","그래요, 잘못은 내게 있어요","이선희","가요 / 발라드",1987
"2273","동행","최성수","가요 / 트로트",1987
"2274","이별을 띄울래요","규리","가요 / 댄스",1987
"2275","아쉬움","신촌 블루스","가요 / 블루스/포크",1988
"2276","추억","전영록","가요 / 발라드",1988
"2277","이층에서 본 거리","다섯손가락","가요 / 트로트",1988
"2278","추억의 발라드","장혜리","가요 / 트로트",1988
"2279","당신도 울고 있네요","김종찬","가요 / 트로트",1988
"2280","누구 없소?","한영애","가요 / 블루스/포크",1988
"2281","어젯밤 이야기","소방차","가요 / 댄스",1988
"2282","사랑 굿","길은정","가요 / 트로트",1988
"2283","회상 Ⅰ","부활","가요 / 락",1988
"2284","난 바람 넌 눈물","백미현","가요 / 블루스/포크",1988
"2285","새벽아침","수와진","가요 / 트로트",1988
"2286","통화중","소방차","가요 / 댄스",1988
"2287","가는 곳 어디이길래","전원석","가요 / 발라드",1988
"2288","불의 나라","사랑과 평화","가요 / 락",1988
"2289","모나리자","조용필","가요 / 전체",1988
"2290","이별이란 없는 거야","최성원","가요 / 블루스/포크",1988
"2291","내게 남은 사랑을 드릴께요","장혜리","가요 / 발라드",1988
"2292","언제나 그대 내곁에 (응답하라 1988 삽입곡)","김현식","가요 / 발라드",1988
"2293","슬픈 그림같은 사랑","이상우","가요 / 발라드",1988
"2294","사랑하기에","이정석","가요 / 트로트",1988
"2295","사랑의 불시착","박남정","가요 / 트로트",1989
"2296","여정","유현주","가요 / 트로트",1989
"2297","멀리 보이네","박남정","가요 / 댄스",1989
"2298","아직도 못 다한 이야기","전영록","가요 / 댄스",1989
"2299","기차와 소나무","이규석","가요 / 트로트",1989
"2300","마지막 콘서트","이승철","가요 / 발라드",1989
"2301","그대에게 무슨 말을 할까","최성수","가요 / 전체",1989
"2302","졸업","이지연","가요 / 전체",1989
"2303","봉선화 연정","현철","가요 / 트로트",1989
"2304","사랑하고 싶어","이승철","가요 / 발라드",1989
"2305","기쁜우리 사랑은","최성수","가요 / 전체",1989
"2306","그 아픔까지 사랑한거야","조정현","가요 / 발라드",1989
"2307","제주도의 푸른 밤","최성원","가요 / 블루스/포크",1989
"2308","솔아 솔아 푸르른 솔아","노래를 찾는 사람들","가요 / 블루스/포크",1989
"2309","동네 (응답하라 1988 삽입곡)","김현철","가요 / 전체",1989
"2310","한바탕 웃음으로","이선희","가요 / 발라드",1989
"2311","코뿔소","한영애","가요 / 블루스/포크",1989
"2312","친구에게","임지훈","가요 / 블루스/포크",1989
"2313","안돼요 안돼","김상배","가요 / 트로트",1989
"2314","너를 사랑하고도","전유나","가요 / 발라드",1990
"2315","겨울애상","이선희","가요 / 발라드",1990
"2316","어두운 하늘 아래서","유영석","가요 / 발라드",1990
"2317","그게 나였어","이문세","가요 / 발라드",1990
"2318","정신차려","김수철","가요 / 락",1990
"2319","음악은 흐르고","조동진","가요 / 블루스/포크",1990
"2320","진고개 신사","신촌 블루스","가요 / 블루스/포크",1990
"2321","저 창살에 햇살이","안치환","가요 / 블루스/포크",1990
"2322","그대가 나에게","이승철","가요 / 발라드",1990
"2323","기다린 날도 지워질 날도","이승환","가요 / 발라드",1990
"2324","너를 잊겠다는 생각은","최진영","가요 / 발라드",1990
"2325","그대 떠난 뒤","빛과 소금","가요 / 발라드",1990
"2326","숙녀에게","변진섭","가요 / 발라드",1990
"2327","정때문에","송대관","가요 / 트로트",1990
"2328","다시한번","현당","가요 / 트로트",1990
"2329","미련때문에","최진희","가요 / 트로트",1990
"2330","모두가 잊혀질때면","지근식","가요 / 발라드",1990
"2331","왜 나만","이선희","가요 / 발라드",1990
"2332","첫사랑","엄인호","가요 / 블루스/포크",1990
"2333","혼자뿐인 내모습","오석준","가요 / 전체",1991
"2334","바람이 불어오면","민해경","가요 / 발라드",1991
"2335","자, 이제 웃어봐","조하문","가요 / 발라드",1991
"2336","자꾸 서성이게 돼","박학기","가요 / 발라드",1991
"2337","헤어짐이 이별은 아니듯","임백천","가요 / 발라드",1991
"2338","휴식같은 친구","김민우","가요 / 발라드",1991
"2339","몇미터 앞에 두고","김상배","가요 / 트로트",1991
"2340","이밤이 지나도록","푸른하늘","가요 / 발라드",1991
"2341","사랑느낌","윤익희","가요 / 전체",1991
"2342","사랑은 기다림으로","이상훈","가요 / 트로트",1991
"2343","그리워 그리워 그리워 그리워","그림물감","가요 / 발라드",1991
"2344","서울탱고","방실이","가요 / 트로트",1991
"2345","더딘 하루","이상은","가요 / 발라드",1992
"2346","사랑 그이름 하나로","김범룡","가요 / 발라드",1992
"2347","처음만날때처럼","윤종신","가요 / 발라드",1992
"2348","옛 이야기","김규민","가요 / 발라드",1992
"2349","그사랑 그사랑 어디서 오는 걸까","김성호","가요 / 발라드",1992
"2350","너를 처음 만난 그때","박준하","가요 / 발라드",1992
"2351","그대도 나처럼 외로운지","임지훈","가요 / 블루스/포크",1992
"2352","비애","조정현","가요 / 발라드",1992
"2353","떠나간 후에","015B","가요 / 발라드",1992
"2354","그대가 나를 사랑하신다면","이선희","가요 / 발라드",1992
"2355","슬픈 베아트리체","조용필","가요 / 발라드",1992
"2356","한번 더 생각해봐요","양수경","가요 / 발라드",1992
"2357","먼 훗날에","박정운","가요 / 락",1992
"2358","이젠 느낄 수 있어","푸른하늘","가요 / 발라드",1992
"2359","내 곁에서 떠나가지 말아요","빛과 소금","가요 / 발라드",1992
"2360","늦은 재회","김정수","가요 / 트로트",1992
"2361","그곳에","김장훈","가요 / 발라드",1992
"2362","흐르는 눈물에 웃음이","김기하","가요 / 전체",1992
"2363","나의 꿈을 찾아서","권인하","가요 / 발라드",1992
"2364","나의 노래","김광석","가요 / 블루스/포크",1992
"2365","너에게 들려주고 싶은 이야기","015B","가요 / 발라드",1992
"2366","미소","신해철","가요 / 발라드",1992
"2367","기억 어디에도 만나지는 너","이주엽","가요 / 전체",1992
"2368","이밤이 지나면","임재범","가요 / 발라드",1992
"2369","거기 지금 누구인가","김명상","가요 / 트로트",1993
"2370","아이러니","이승철","가요 / 전체",1993
"2371","나의 노래","김광석","가요 / 블루스/포크",1993
"2372","너는 왜","철이와 미애","가요 / 댄스",1993
"2373","아들과 딸 MAIN TITLE","Various Artists","OST / 드라마",1993
"2374","연인 (Original Ver.)","정석원","OST / 드라마",1993
"2375","잊어야 할 때","양수경","OST / 전체",1993
"2376","아무 것도 몰라","김원준","가요 / 댄스",1993
"2377","새가 되어가리","김종서","가요 / 락",1993
"2378","내게 영원히","푸른하늘","가요 / 발라드",1993
"2379","서울 이곳은","장철웅","OST / 드라마",1994
"2380","너를 잊을 수 없어 1","최연제","가요 / 발라드",1994
"2381","종로에서","5월","가요 / 발라드",1994
"2382","어떤 기다림","김건모","가요 / 댄스",1994
"2383","이유같지 않은 이유","박미경","가요 / 댄스",1994
"2384","슬픈 연인","양수경","OST / 전체",1994
"2385","새로운 느낌","뮤","가요 / 댄스",1994
"2386","용서","이희진","OST / 드라마",1994
"2387","난 항상 혼자다","MUTANT","가요 / 전체",1994
"2388","예행 연습","좌회전","가요 / 댄스",1994
"2389","다시 시작해","이창권","OST / 전체",1994
"2390","날 사랑했다면","박학기","가요 / 발라드",1994
"2391","한번쯤 아니 두번쯤","이문세","가요 / 발라드",1994
"2392","비밀은 없어","룰라 (Roo' Ra)","가요 / 댄스",1994
"2393","결론","황세옥","가요 / 트로트",1994
"2394","겨울그림","이승철","가요 / 발라드",1994
"2395","텅빈객석","미스터 투 (Mr.2)","가요 / 발라드",1994
"2396","약한 남자","듀스 (Deux)","가요 / 랩/힙합",1994
"2397","커피 향기의 오후","Issue","가요 / 락",1994
"2398","학창시절","이현석","가요 / 락",1994
"2399","어색한 느낌","잼 (Zam)","가요 / 댄스",1994
"2400","너만을 느끼는 나","황승호제","가요 / 락",1994
"2401","오렌지나라의 엘리스","푸른하늘","가요 / 댄스",1994
"2402","두 바퀴로 가는 자동차","김광석","가요 / 블루스/포크",1995
"2403","MAIN TITLE","Various Artists","OST / 드라마",1995
"2404","Show Your Smile","김건모","가요 / 발라드",1995
"2405","그리움만 쌓이네(04:20)","노영심","가요 / 발라드",1995
"2406","수퍼맨의 비애 (Feat. Proud Marry)","DJ DOC","가요 / 댄스",1995
"2407","니가 오는 날","변진섭","가요 / 발라드",1995
"2408","또 다른 시작","서지원","가요 / 전체",1995
"2409","날 떠나지마","박진영","가요 / 댄스",1995
"2410","오렌지 향기속으로","피아노","가요 / 발라드",1995
"2411","그대도 나같음을","화이트","가요 / 발라드",1995
"2412","떠나려는 그대를","일기예보","가요 / 발라드",1995
"2413","갈채","최용준","가요 / 락",1995
"2414","결론","황세옥","가요 / 트로트",1995
"2415","너의 곁으로","이승철","OST / 한국영화",1995
"2416","눈이 슬픈 그대","오태호","가요 / 발라드",1995
"2417","기억해줘","김신우","가요 / 발라드",1995
"2418","Money","넥스트 (N.EX.T)","가요 / 락",1995
"2419","어제와 다른 오늘","노이즈 (Noise)","가요 / 댄스",1995
"2420","오랜 이별 뒤에","신승훈","가요 / 발라드",1995
"2421","Happy End","김범수 (a.k.a. Astro Bits)","가요 / 일렉트로니카",1995
"2422","넌 내꺼","김원준","가요 / 댄스",1995
"2423","너를 잊을 수 없어 1","최연제","가요 / 발라드",1995
"2424","그대만의 전설","오태호","가요 / 댄스",1995
"2425","슬픔이 올때","신성우","가요 / 락",1996
"2426","Aspirin 아스피린 (12 String Guitar Ver.)","걸 (Girl)","가요 / 락",1996
"2427","살다보면","권진원","가요 / 블루스/포크",1996
"2428","겨울이야기","DJ DOC","가요 / 랩/힙합",1996
"2429","Show","김원준","가요 / 댄스",1996
"2430","인형의 꿈","일기예보","가요 / 발라드",1996
"2431","존재의이유","김종환","가요 / 발라드",1996
"2432","마지막 약속","김정민","가요 / 락",1996
"2433","필요한건 시간일뿐","강수지","가요 / 댄스",1996
"2434","내 방식대로의 사랑 (House Ver.)","신승훈","가요 / 전체",1996
"2435","너의 얘기를","성진우","가요 / 댄스",1996
"2436","찬란한 사랑 (상심 2)","알이에프 (R.ef)","가요 / 댄스",1996
"2437","내가 지켜줄께","녹색지대","가요 / 발라드",1996
"2438","사랑의 마음 가득히","한동준","가요 / 전체",1996
"2439","나보다 조금 더 높은 곳에 니가 있을뿐","신승훈","가요 / 발라드",1996
"2440","끝없는 사랑","녹색지대","가요 / 발라드",1996
"2441","꼭 나처럼...(슬픈저주)","뱅크","가요 / 발라드",1996
"2442","내가 만일","안치환","가요 / 블루스/포크",1996
"2443","슬픈기대","엄정화","가요 / 댄스",1996
"2444","비련","비비 (B.B)","가요 / 댄스",1996
"2445","Love Is (3＋3=0)","터보","가요 / 댄스",1996
"2446","다시 난 사는 거야","김종서","가요 / 락",1996
"2447","그럴 때마다","윤종신 & 이장우 & 조규찬 & 김연우 & 조삼희 & 김창원 & 유희열","가요 / 전체",1996
"2448","태극기","강산에","가요 / 락",1996
"2449","운명","신승훈","가요 / 발라드",1996
"2450","홀로서기","노이즈 (Noise)","가요 / 댄스",1996
"2451","선택","터보","가요 / 댄스",1996
"2452","마지막 너를 보내며 (Woman)","페이지","가요 / 발라드",1996
"2453","이젠 널 인정하려해","뱅크","가요 / 발라드",1996
"2454","일생을","김현철","가요 / 발라드",1996
"2455","아담의 심리","박미경","가요 / 댄스",1996
"2456","다시 내곁에","김원준","가요 / 발라드",1996
"2457","착각","노이즈 (Noise)","가요 / 댄스",1996
"2458","그녀를 위해","이정봉","가요 / 발라드",1997
"2459","Candy","H.O.T.","가요 / 댄스",1997
"2460","비련","구피 (Goofy)","가요 / 댄스",1997
"2461","그녀는...","레드 플러스","가요 / 락",1997
"2462","Lonely Night","부활","가요 / 락",1997
"2463","끼리끼리","솔리드","가요 / R&B/소울",1997
"2464","영산강","안치환","가요 / 블루스/포크",1997
"2465","뮤지컬","임상아","가요 / 전체",1997
"2466","GASOLINE","지누션","가요 / 랩/힙합",1997
"2467","저 바다가 날 막겠어","임상아","가요 / 전체",1997
"2468","무기여 잘 있거라","박상민","가요 / 댄스",1997
"2469","Good-Bye Yesterday","터보","가요 / 댄스",1997
"2470","사랑. 두려움","듀스 (Deux)","가요 / 댄스",1997
"2471","순애보","유리상자","가요 / 발라드",1997
"2472","Cat is Eye","김지현","가요 / 댄스",1997
"2473","너에게 가고 싶어","이은미","가요 / 발라드",1997
"2474","상처 (별은 내 가슴에)","김정훈","OST / 전체",1997
"2475","발걸음","에메랄드 캐슬","가요 / 발라드",1997
"2476","나는 나","주주클럽 (JuJu Club)","가요 / 락",1997
"2477","바람의 노래","조용필","가요 / 발라드",1997
"2478","영원(泳遠)","김종서","가요 / 락",1997
"2479","침묵의 기록","이승환","가요 / 발라드",1997
"2480","바다","유피 (UP)","가요 / 댄스",1997
"2481","4가지 하고 싶은 말","리아","가요 / 발라드",1997
"2482","無恨之愛 (무한지애)","김정민","가요 / 락",1997
"2483","널 닮은 세상에서","신효범","가요 / 발라드",1997
"2484","애원 (愛遠)","박상민","가요 / 발라드",1997
"2485","그대는 어디에","임재범","가요 / 발라드",1997
"2486","네모의 꿈","화이트","가요 / 전체",1997
"2487","심연","알이에프 (R.ef)","가요 / 댄스",1997
"2488","Memories","사준","가요 / 발라드",1997
"2489","왜 하늘은","이지훈","가요 / 발라드",1997
"2490","Summer Time","포지션","가요 / 댄스",1997
